value,"Temperature, K",property,unit,cmp_ids_solvent,cmp_mole_fractions_solvent,cmp_ids_drug,cmp_mole_fractions_drug
0.6639,288.15,Log solubility,g/L,"[129.0, 130.0]","[0.7, 0.3]",[1],[1.0]
0.8877,288.15,Log solubility,g/L,"[129.0, 130.0]","[0.8, 0.2]",[1],[1.0]
1.1181,288.15,Log solubility,g/L,"[129.0, 130.0]","[0.9, 0.1]",[1],[1.0]
-0.1333,293.15,Log solubility,g/L,"[129.0, 130.0]","[0.4, 0.6]",[1],[1.0]
0.1905,293.15,Log solubility,g/L,"[129.0, 130.0]","[0.5, 0.5]",[1],[1.0]
0.4628,293.15,Log solubility,g/L,"[129.0, 130.0]","[0.6, 0.4]",[1],[1.0]
0.7147,293.15,Log solubility,g/L,"[129.0, 130.0]","[0.7, 0.3]",[1],[1.0]
0.9338,293.15,Log solubility,g/L,"[129.0, 130.0]","[0.8, 0.2]",[1],[1.0]
1.1602,293.15,Log solubility,g/L,"[129.0, 130.0]","[0.9, 0.1]",[1],[1.0]
-0.0799,298.15,Log solubility,g/L,"[129.0, 130.0]","[0.4, 0.6]",[1],[1.0]
0.2239,298.15,Log solubility,g/L,"[129.0, 130.0]","[0.5, 0.5]",[1],[1.0]
0.5238,298.15,Log solubility,g/L,"[129.0, 130.0]","[0.6, 0.4]",[1],[1.0]
0.7528,298.15,Log solubility,g/L,"[129.0, 130.0]","[0.7, 0.3]",[1],[1.0]
0.9865,298.15,Log solubility,g/L,"[129.0, 130.0]","[0.8, 0.2]",[1],[1.0]
1.2076,298.15,Log solubility,g/L,"[129.0, 130.0]","[0.9, 0.1]",[1],[1.0]
-0.046,303.15,Log solubility,g/L,"[129.0, 130.0]","[0.4, 0.6]",[1],[1.0]
0.2518,303.15,Log solubility,g/L,"[129.0, 130.0]","[0.5, 0.5]",[1],[1.0]
0.556,303.15,Log solubility,g/L,"[129.0, 130.0]","[0.6, 0.4]",[1],[1.0]
0.8105,303.15,Log solubility,g/L,"[129.0, 130.0]","[0.7, 0.3]",[1],[1.0]
1.0282,303.15,Log solubility,g/L,"[129.0, 130.0]","[0.8, 0.2]",[1],[1.0]
1.2402,303.15,Log solubility,g/L,"[129.0, 130.0]","[0.9, 0.1]",[1],[1.0]
-0.025,308.15,Log solubility,g/L,"[129.0, 130.0]","[0.4, 0.6]",[1],[1.0]
0.3223,308.15,Log solubility,g/L,"[129.0, 130.0]","[0.5, 0.5]",[1],[1.0]
0.5923,308.15,Log solubility,g/L,"[129.0, 130.0]","[0.6, 0.4]",[1],[1.0]
0.8847,308.15,Log solubility,g/L,"[129.0, 130.0]","[0.7, 0.3]",[1],[1.0]
1.0738,308.15,Log solubility,g/L,"[129.0, 130.0]","[0.8, 0.2]",[1],[1.0]
1.278,308.15,Log solubility,g/L,"[129.0, 130.0]","[0.9, 0.1]",[1],[1.0]
0.0332,313.15,Log solubility,g/L,"[129.0, 130.0]","[0.4, 0.6]",[1],[1.0]
0.3648,313.15,Log solubility,g/L,"[129.0, 130.0]","[0.5, 0.5]",[1],[1.0]
0.6617,313.15,Log solubility,g/L,"[129.0, 130.0]","[0.6, 0.4]",[1],[1.0]
0.9239,313.15,Log solubility,g/L,"[129.0, 130.0]","[0.7, 0.3]",[1],[1.0]
1.1179,313.15,Log solubility,g/L,"[129.0, 130.0]","[0.8, 0.2]",[1],[1.0]
1.3134,313.15,Log solubility,g/L,"[129.0, 130.0]","[0.9, 0.1]",[1],[1.0]
0.0705,318.15,Log solubility,g/L,"[129.0, 130.0]","[0.4, 0.6]",[1],[1.0]
0.4017,318.15,Log solubility,g/L,"[129.0, 130.0]","[0.5, 0.5]",[1],[1.0]
0.6862,318.15,Log solubility,g/L,"[129.0, 130.0]","[0.6, 0.4]",[1],[1.0]
0.964,318.15,Log solubility,g/L,"[129.0, 130.0]","[0.7, 0.3]",[1],[1.0]
1.1642,318.15,Log solubility,g/L,"[129.0, 130.0]","[0.8, 0.2]",[1],[1.0]
1.3491,318.15,Log solubility,g/L,"[129.0, 130.0]","[0.9, 0.1]",[1],[1.0]
0.1044,323.15,Log solubility,g/L,"[129.0, 130.0]","[0.4, 0.6]",[1],[1.0]
0.4512,323.15,Log solubility,g/L,"[129.0, 130.0]","[0.5, 0.5]",[1],[1.0]
0.7345,323.15,Log solubility,g/L,"[129.0, 130.0]","[0.6, 0.4]",[1],[1.0]
1.0212,323.15,Log solubility,g/L,"[129.0, 130.0]","[0.7, 0.3]",[1],[1.0]
1.2076,323.15,Log solubility,g/L,"[129.0, 130.0]","[0.8, 0.2]",[1],[1.0]
1.3791,323.15,Log solubility,g/L,"[129.0, 130.0]","[0.9, 0.1]",[1],[1.0]
-0.3989,278.15,Log solubility,g/L,"[130.0, 129.0]","[0.7787909999999999, 0.221209]",[2],[1.0]
-0.3165,283.15,Log solubility,g/L,"[130.0, 129.0]","[0.7787909999999999, 0.221209]",[2],[1.0]
-0.2374,288.15,Log solubility,g/L,"[130.0, 129.0]","[0.7787909999999999, 0.221209]",[2],[1.0]
-0.1552,293.15,Log solubility,g/L,"[130.0, 129.0]","[0.7787909999999999, 0.221209]",[2],[1.0]
-0.0829,298.15,Log solubility,g/L,"[130.0, 129.0]","[0.7787909999999999, 0.221209]",[2],[1.0]
-0.0043,303.15,Log solubility,g/L,"[130.0, 129.0]","[0.7787909999999999, 0.221209]",[2],[1.0]
0.0651,308.15,Log solubility,g/L,"[130.0, 129.0]","[0.7787909999999999, 0.221209]",[2],[1.0]
0.139,313.15,Log solubility,g/L,"[130.0, 129.0]","[0.7787909999999999, 0.221209]",[2],[1.0]
0.2091,318.15,Log solubility,g/L,"[130.0, 129.0]","[0.7787909999999999, 0.221209]",[2],[1.0]
0.2887,323.15,Log solubility,g/L,"[130.0, 129.0]","[0.7787909999999999, 0.221209]",[2],[1.0]
-0.4274,278.15,Log solubility,g/L,"[130.0, 129.0]","[0.610093, 0.38990699999999995]",[2],[1.0]
-0.346,283.15,Log solubility,g/L,"[130.0, 129.0]","[0.610093, 0.38990699999999995]",[2],[1.0]
-0.264,288.15,Log solubility,g/L,"[130.0, 129.0]","[0.610093, 0.38990699999999995]",[2],[1.0]
-0.1843,293.15,Log solubility,g/L,"[130.0, 129.0]","[0.610093, 0.38990699999999995]",[2],[1.0]
-0.1103,298.15,Log solubility,g/L,"[130.0, 129.0]","[0.610093, 0.38990699999999995]",[2],[1.0]
-0.0372,303.15,Log solubility,g/L,"[130.0, 129.0]","[0.610093, 0.38990699999999995]",[2],[1.0]
0.0356,308.15,Log solubility,g/L,"[130.0, 129.0]","[0.610093, 0.38990699999999995]",[2],[1.0]
0.1021,313.15,Log solubility,g/L,"[130.0, 129.0]","[0.610093, 0.38990699999999995]",[2],[1.0]
0.1702,318.15,Log solubility,g/L,"[130.0, 129.0]","[0.610093, 0.38990699999999995]",[2],[1.0]
0.2483,323.15,Log solubility,g/L,"[130.0, 129.0]","[0.610093, 0.38990699999999995]",[2],[1.0]
-0.472,278.15,Log solubility,g/L,"[130.0, 129.0]","[0.477192, 0.5228079999999999]",[2],[1.0]
-0.3935,283.15,Log solubility,g/L,"[130.0, 129.0]","[0.477192, 0.5228079999999999]",[2],[1.0]
-0.3195,288.15,Log solubility,g/L,"[130.0, 129.0]","[0.477192, 0.5228079999999999]",[2],[1.0]
-0.2416,293.15,Log solubility,g/L,"[130.0, 129.0]","[0.477192, 0.5228079999999999]",[2],[1.0]
-0.1696,298.15,Log solubility,g/L,"[130.0, 129.0]","[0.477192, 0.5228079999999999]",[2],[1.0]
-0.0939,303.15,Log solubility,g/L,"[130.0, 129.0]","[0.477192, 0.5228079999999999]",[2],[1.0]
-0.0256,308.15,Log solubility,g/L,"[130.0, 129.0]","[0.477192, 0.5228079999999999]",[2],[1.0]
0.0398,313.15,Log solubility,g/L,"[130.0, 129.0]","[0.477192, 0.5228079999999999]",[2],[1.0]
0.1063,318.15,Log solubility,g/L,"[130.0, 129.0]","[0.477192, 0.5228079999999999]",[2],[1.0]
0.1788,323.15,Log solubility,g/L,"[130.0, 129.0]","[0.477192, 0.5228079999999999]",[2],[1.0]
-0.5582,278.15,Log solubility,g/L,"[130.0, 129.0]","[0.369788, 0.630212]",[2],[1.0]
-0.4795,283.15,Log solubility,g/L,"[130.0, 129.0]","[0.369788, 0.630212]",[2],[1.0]
-0.4067,288.15,Log solubility,g/L,"[130.0, 129.0]","[0.369788, 0.630212]",[2],[1.0]
-0.329,293.15,Log solubility,g/L,"[130.0, 129.0]","[0.369788, 0.630212]",[2],[1.0]
-0.261,298.15,Log solubility,g/L,"[130.0, 129.0]","[0.369788, 0.630212]",[2],[1.0]
-0.1847,303.15,Log solubility,g/L,"[130.0, 129.0]","[0.369788, 0.630212]",[2],[1.0]
-0.1165,308.15,Log solubility,g/L,"[130.0, 129.0]","[0.369788, 0.630212]",[2],[1.0]
-0.0513,313.15,Log solubility,g/L,"[130.0, 129.0]","[0.369788, 0.630212]",[2],[1.0]
0.0144,318.15,Log solubility,g/L,"[130.0, 129.0]","[0.369788, 0.630212]",[2],[1.0]
0.0887,323.15,Log solubility,g/L,"[130.0, 129.0]","[0.369788, 0.630212]",[2],[1.0]
-0.6777,278.15,Log solubility,g/L,"[130.0, 129.0]","[0.281185, 0.718815]",[2],[1.0]
-0.5968,283.15,Log solubility,g/L,"[130.0, 129.0]","[0.281185, 0.718815]",[2],[1.0]
-0.5243,288.15,Log solubility,g/L,"[130.0, 129.0]","[0.281185, 0.718815]",[2],[1.0]
-0.4457,293.15,Log solubility,g/L,"[130.0, 129.0]","[0.281185, 0.718815]",[2],[1.0]
-0.3776,298.15,Log solubility,g/L,"[130.0, 129.0]","[0.281185, 0.718815]",[2],[1.0]
-0.3004,303.15,Log solubility,g/L,"[130.0, 129.0]","[0.281185, 0.718815]",[2],[1.0]
-0.2298,308.15,Log solubility,g/L,"[130.0, 129.0]","[0.281185, 0.718815]",[2],[1.0]
-0.1666,313.15,Log solubility,g/L,"[130.0, 129.0]","[0.281185, 0.718815]",[2],[1.0]
-0.1015,318.15,Log solubility,g/L,"[130.0, 129.0]","[0.281185, 0.718815]",[2],[1.0]
-0.0298,323.15,Log solubility,g/L,"[130.0, 129.0]","[0.281185, 0.718815]",[2],[1.0]
-0.7923,278.15,Log solubility,g/L,"[130.0, 129.0]","[0.206844, 0.7931560000000001]",[2],[1.0]
-0.7145,283.15,Log solubility,g/L,"[130.0, 129.0]","[0.206844, 0.7931560000000001]",[2],[1.0]
-0.6453,288.15,Log solubility,g/L,"[130.0, 129.0]","[0.206844, 0.7931560000000001]",[2],[1.0]
-0.5692,293.15,Log solubility,g/L,"[130.0, 129.0]","[0.206844, 0.7931560000000001]",[2],[1.0]
-0.5002,298.15,Log solubility,g/L,"[130.0, 129.0]","[0.206844, 0.7931560000000001]",[2],[1.0]
-0.4247,303.15,Log solubility,g/L,"[130.0, 129.0]","[0.206844, 0.7931560000000001]",[2],[1.0]
-0.3585,308.15,Log solubility,g/L,"[130.0, 129.0]","[0.206844, 0.7931560000000001]",[2],[1.0]
-0.2945,313.15,Log solubility,g/L,"[130.0, 129.0]","[0.206844, 0.7931560000000001]",[2],[1.0]
-0.2308,318.15,Log solubility,g/L,"[130.0, 129.0]","[0.206844, 0.7931560000000001]",[2],[1.0]
-0.1603,323.15,Log solubility,g/L,"[130.0, 129.0]","[0.206844, 0.7931560000000001]",[2],[1.0]
-0.9587,278.15,Log solubility,g/L,"[130.0, 129.0]","[0.14357699999999998, 0.856423]",[2],[1.0]
-0.8794,283.15,Log solubility,g/L,"[130.0, 129.0]","[0.14357699999999998, 0.856423]",[2],[1.0]
-0.81,288.15,Log solubility,g/L,"[130.0, 129.0]","[0.14357699999999998, 0.856423]",[2],[1.0]
-0.7329,293.15,Log solubility,g/L,"[130.0, 129.0]","[0.14357699999999998, 0.856423]",[2],[1.0]
-0.6636,298.15,Log solubility,g/L,"[130.0, 129.0]","[0.14357699999999998, 0.856423]",[2],[1.0]
-0.5868,303.15,Log solubility,g/L,"[130.0, 129.0]","[0.14357699999999998, 0.856423]",[2],[1.0]
-0.5202,308.15,Log solubility,g/L,"[130.0, 129.0]","[0.14357699999999998, 0.856423]",[2],[1.0]
-0.4556,313.15,Log solubility,g/L,"[130.0, 129.0]","[0.14357699999999998, 0.856423]",[2],[1.0]
-0.3921,318.15,Log solubility,g/L,"[130.0, 129.0]","[0.14357699999999998, 0.856423]",[2],[1.0]
-0.3223,323.15,Log solubility,g/L,"[130.0, 129.0]","[0.14357699999999998, 0.856423]",[2],[1.0]
-1.1489,278.15,Log solubility,g/L,"[130.0, 129.0]","[0.08908300000000001, 0.910917]",[2],[1.0]
-1.0674,283.15,Log solubility,g/L,"[130.0, 129.0]","[0.08908300000000001, 0.910917]",[2],[1.0]
-0.9973,288.15,Log solubility,g/L,"[130.0, 129.0]","[0.08908300000000001, 0.910917]",[2],[1.0]
-0.9191,293.15,Log solubility,g/L,"[130.0, 129.0]","[0.08908300000000001, 0.910917]",[2],[1.0]
-0.8491,298.15,Log solubility,g/L,"[130.0, 129.0]","[0.08908300000000001, 0.910917]",[2],[1.0]
-0.7709,303.15,Log solubility,g/L,"[130.0, 129.0]","[0.08908300000000001, 0.910917]",[2],[1.0]
-0.7034,308.15,Log solubility,g/L,"[130.0, 129.0]","[0.08908300000000001, 0.910917]",[2],[1.0]
-0.6381,313.15,Log solubility,g/L,"[130.0, 129.0]","[0.08908300000000001, 0.910917]",[2],[1.0]
-0.5742,318.15,Log solubility,g/L,"[130.0, 129.0]","[0.08908300000000001, 0.910917]",[2],[1.0]
-0.505,323.15,Log solubility,g/L,"[130.0, 129.0]","[0.08908300000000001, 0.910917]",[2],[1.0]
-1.3592,278.15,Log solubility,g/L,"[130.0, 129.0]","[0.041654, 0.9583459999999999]",[2],[1.0]
-1.2755,283.15,Log solubility,g/L,"[130.0, 129.0]","[0.041654, 0.9583459999999999]",[2],[1.0]
-1.2046,288.15,Log solubility,g/L,"[130.0, 129.0]","[0.041654, 0.9583459999999999]",[2],[1.0]
-1.1248,293.15,Log solubility,g/L,"[130.0, 129.0]","[0.041654, 0.9583459999999999]",[2],[1.0]
-1.0539,298.15,Log solubility,g/L,"[130.0, 129.0]","[0.041654, 0.9583459999999999]",[2],[1.0]
-0.9739,303.15,Log solubility,g/L,"[130.0, 129.0]","[0.041654, 0.9583459999999999]",[2],[1.0]
-0.9055,308.15,Log solubility,g/L,"[130.0, 129.0]","[0.041654, 0.9583459999999999]",[2],[1.0]
-0.8389,313.15,Log solubility,g/L,"[130.0, 129.0]","[0.041654, 0.9583459999999999]",[2],[1.0]
-0.7747,318.15,Log solubility,g/L,"[130.0, 129.0]","[0.041654, 0.9583459999999999]",[2],[1.0]
-0.7058,323.15,Log solubility,g/L,"[130.0, 129.0]","[0.041654, 0.9583459999999999]",[2],[1.0]
-0.0372,278.15,Log solubility,g/L,"[131.0, 129.0]","[0.729656, 0.27034400000000003]",[2],[1.0]
0.0488,283.15,Log solubility,g/L,"[131.0, 129.0]","[0.729656, 0.27034400000000003]",[2],[1.0]
0.1372,288.15,Log solubility,g/L,"[131.0, 129.0]","[0.729656, 0.27034400000000003]",[2],[1.0]
0.2301,293.15,Log solubility,g/L,"[131.0, 129.0]","[0.729656, 0.27034400000000003]",[2],[1.0]
0.3204,298.15,Log solubility,g/L,"[131.0, 129.0]","[0.729656, 0.27034400000000003]",[2],[1.0]
0.4007,303.15,Log solubility,g/L,"[131.0, 129.0]","[0.729656, 0.27034400000000003]",[2],[1.0]
0.4794,308.15,Log solubility,g/L,"[131.0, 129.0]","[0.729656, 0.27034400000000003]",[2],[1.0]
0.5517,313.15,Log solubility,g/L,"[131.0, 129.0]","[0.729656, 0.27034400000000003]",[2],[1.0]
0.6184,318.15,Log solubility,g/L,"[131.0, 129.0]","[0.729656, 0.27034400000000003]",[2],[1.0]
0.6872,323.15,Log solubility,g/L,"[131.0, 129.0]","[0.729656, 0.27034400000000003]",[2],[1.0]
-0.0326,278.15,Log solubility,g/L,"[131.0, 129.0]","[0.545362, 0.454638]",[2],[1.0]
0.0472,283.15,Log solubility,g/L,"[131.0, 129.0]","[0.545362, 0.454638]",[2],[1.0]
0.1177,288.15,Log solubility,g/L,"[131.0, 129.0]","[0.545362, 0.454638]",[2],[1.0]
0.2065,293.15,Log solubility,g/L,"[131.0, 129.0]","[0.545362, 0.454638]",[2],[1.0]
0.2884,298.15,Log solubility,g/L,"[131.0, 129.0]","[0.545362, 0.454638]",[2],[1.0]
0.3753,303.15,Log solubility,g/L,"[131.0, 129.0]","[0.545362, 0.454638]",[2],[1.0]
0.4499,308.15,Log solubility,g/L,"[131.0, 129.0]","[0.545362, 0.454638]",[2],[1.0]
0.5223,313.15,Log solubility,g/L,"[131.0, 129.0]","[0.545362, 0.454638]",[2],[1.0]
0.5859,318.15,Log solubility,g/L,"[131.0, 129.0]","[0.545362, 0.454638]",[2],[1.0]
0.6474,323.15,Log solubility,g/L,"[131.0, 129.0]","[0.545362, 0.454638]",[2],[1.0]
-0.0774,278.15,Log solubility,g/L,"[131.0, 129.0]","[0.41167499999999996, 0.588325]",[2],[1.0]
0.0079,283.15,Log solubility,g/L,"[131.0, 129.0]","[0.41167499999999996, 0.588325]",[2],[1.0]
0.0847,288.15,Log solubility,g/L,"[131.0, 129.0]","[0.41167499999999996, 0.588325]",[2],[1.0]
0.1646,293.15,Log solubility,g/L,"[131.0, 129.0]","[0.41167499999999996, 0.588325]",[2],[1.0]
0.2453,298.15,Log solubility,g/L,"[131.0, 129.0]","[0.41167499999999996, 0.588325]",[2],[1.0]
0.3234,303.15,Log solubility,g/L,"[131.0, 129.0]","[0.41167499999999996, 0.588325]",[2],[1.0]
0.3951,308.15,Log solubility,g/L,"[131.0, 129.0]","[0.41167499999999996, 0.588325]",[2],[1.0]
0.4611,313.15,Log solubility,g/L,"[131.0, 129.0]","[0.41167499999999996, 0.588325]",[2],[1.0]
0.5231,318.15,Log solubility,g/L,"[131.0, 129.0]","[0.41167499999999996, 0.588325]",[2],[1.0]
0.5853,323.15,Log solubility,g/L,"[131.0, 129.0]","[0.41167499999999996, 0.588325]",[2],[1.0]
-0.1268,278.15,Log solubility,g/L,"[131.0, 129.0]","[0.310265, 0.689735]",[2],[1.0]
-0.0502,283.15,Log solubility,g/L,"[131.0, 129.0]","[0.310265, 0.689735]",[2],[1.0]
0.0241,288.15,Log solubility,g/L,"[131.0, 129.0]","[0.310265, 0.689735]",[2],[1.0]
0.102,293.15,Log solubility,g/L,"[131.0, 129.0]","[0.310265, 0.689735]",[2],[1.0]
0.1792,298.15,Log solubility,g/L,"[131.0, 129.0]","[0.310265, 0.689735]",[2],[1.0]
0.2529,303.15,Log solubility,g/L,"[131.0, 129.0]","[0.310265, 0.689735]",[2],[1.0]
0.3252,308.15,Log solubility,g/L,"[131.0, 129.0]","[0.310265, 0.689735]",[2],[1.0]
0.3912,313.15,Log solubility,g/L,"[131.0, 129.0]","[0.310265, 0.689735]",[2],[1.0]
0.4515,318.15,Log solubility,g/L,"[131.0, 129.0]","[0.310265, 0.689735]",[2],[1.0]
0.5111,323.15,Log solubility,g/L,"[131.0, 129.0]","[0.310265, 0.689735]",[2],[1.0]
-0.195,278.15,Log solubility,g/L,"[131.0, 129.0]","[0.230703, 0.769297]",[2],[1.0]
-0.1251,283.15,Log solubility,g/L,"[131.0, 129.0]","[0.230703, 0.769297]",[2],[1.0]
-0.0538,288.15,Log solubility,g/L,"[131.0, 129.0]","[0.230703, 0.769297]",[2],[1.0]
0.0183,293.15,Log solubility,g/L,"[131.0, 129.0]","[0.230703, 0.769297]",[2],[1.0]
0.0963,298.15,Log solubility,g/L,"[131.0, 129.0]","[0.230703, 0.769297]",[2],[1.0]
0.1715,303.15,Log solubility,g/L,"[131.0, 129.0]","[0.230703, 0.769297]",[2],[1.0]
0.2387,308.15,Log solubility,g/L,"[131.0, 129.0]","[0.230703, 0.769297]",[2],[1.0]
0.3029,313.15,Log solubility,g/L,"[131.0, 129.0]","[0.230703, 0.769297]",[2],[1.0]
0.3637,318.15,Log solubility,g/L,"[131.0, 129.0]","[0.230703, 0.769297]",[2],[1.0]
0.4238,323.15,Log solubility,g/L,"[131.0, 129.0]","[0.230703, 0.769297]",[2],[1.0]
-0.2779,278.15,Log solubility,g/L,"[131.0, 129.0]","[0.166615, 0.8333849999999999]",[2],[1.0]
-0.2066,283.15,Log solubility,g/L,"[131.0, 129.0]","[0.166615, 0.8333849999999999]",[2],[1.0]
-0.1412,288.15,Log solubility,g/L,"[131.0, 129.0]","[0.166615, 0.8333849999999999]",[2],[1.0]
-0.0697,293.15,Log solubility,g/L,"[131.0, 129.0]","[0.166615, 0.8333849999999999]",[2],[1.0]
-0.0009,298.15,Log solubility,g/L,"[131.0, 129.0]","[0.166615, 0.8333849999999999]",[2],[1.0]
0.0709,303.15,Log solubility,g/L,"[131.0, 129.0]","[0.166615, 0.8333849999999999]",[2],[1.0]
0.1346,308.15,Log solubility,g/L,"[131.0, 129.0]","[0.166615, 0.8333849999999999]",[2],[1.0]
0.196,313.15,Log solubility,g/L,"[131.0, 129.0]","[0.166615, 0.8333849999999999]",[2],[1.0]
0.2528,318.15,Log solubility,g/L,"[131.0, 129.0]","[0.166615, 0.8333849999999999]",[2],[1.0]
0.3117,323.15,Log solubility,g/L,"[131.0, 129.0]","[0.166615, 0.8333849999999999]",[2],[1.0]
-0.4384,278.15,Log solubility,g/L,"[131.0, 129.0]","[0.113887, 0.886113]",[2],[1.0]
-0.3663,283.15,Log solubility,g/L,"[131.0, 129.0]","[0.113887, 0.886113]",[2],[1.0]
-0.302,288.15,Log solubility,g/L,"[131.0, 129.0]","[0.113887, 0.886113]",[2],[1.0]
-0.2307,293.15,Log solubility,g/L,"[131.0, 129.0]","[0.113887, 0.886113]",[2],[1.0]
-0.1634,298.15,Log solubility,g/L,"[131.0, 129.0]","[0.113887, 0.886113]",[2],[1.0]
-0.0915,303.15,Log solubility,g/L,"[131.0, 129.0]","[0.113887, 0.886113]",[2],[1.0]
-0.0287,308.15,Log solubility,g/L,"[131.0, 129.0]","[0.113887, 0.886113]",[2],[1.0]
0.0319,313.15,Log solubility,g/L,"[131.0, 129.0]","[0.113887, 0.886113]",[2],[1.0]
0.0885,318.15,Log solubility,g/L,"[131.0, 129.0]","[0.113887, 0.886113]",[2],[1.0]
0.1478,323.15,Log solubility,g/L,"[131.0, 129.0]","[0.113887, 0.886113]",[2],[1.0]
-0.6824,323.15,Log solubility,g/L,"[131.0, 129.0]","[0.069743, 0.930257]",[2],[1.0]
-1.049,323.15,Log solubility,g/L,"[131.0, 129.0]","[0.032246000000000004, 0.967754]",[2],[1.0]
-0.8001,278.15,Log solubility,g/L,"[132.0, 129.0]","[0.68065, 0.31934999999999997]",[2],[1.0]
-0.6967,283.15,Log solubility,g/L,"[132.0, 129.0]","[0.68065, 0.31934999999999997]",[2],[1.0]
-0.608,288.15,Log solubility,g/L,"[132.0, 129.0]","[0.68065, 0.31934999999999997]",[2],[1.0]
-0.5126,293.15,Log solubility,g/L,"[132.0, 129.0]","[0.68065, 0.31934999999999997]",[2],[1.0]
-0.4376,298.15,Log solubility,g/L,"[132.0, 129.0]","[0.68065, 0.31934999999999997]",[2],[1.0]
-0.3656,303.15,Log solubility,g/L,"[132.0, 129.0]","[0.68065, 0.31934999999999997]",[2],[1.0]
-0.2938,308.15,Log solubility,g/L,"[132.0, 129.0]","[0.68065, 0.31934999999999997]",[2],[1.0]
-0.227,313.15,Log solubility,g/L,"[132.0, 129.0]","[0.68065, 0.31934999999999997]",[2],[1.0]
-0.1626,318.15,Log solubility,g/L,"[132.0, 129.0]","[0.68065, 0.31934999999999997]",[2],[1.0]
-0.0894,323.15,Log solubility,g/L,"[132.0, 129.0]","[0.68065, 0.31934999999999997]",[2],[1.0]
-0.7983,278.15,Log solubility,g/L,"[132.0, 129.0]","[0.486461, 0.5135390000000001]",[2],[1.0]
-0.6883,283.15,Log solubility,g/L,"[132.0, 129.0]","[0.486461, 0.5135390000000001]",[2],[1.0]
-0.5962,288.15,Log solubility,g/L,"[132.0, 129.0]","[0.486461, 0.5135390000000001]",[2],[1.0]
-0.5119,293.15,Log solubility,g/L,"[132.0, 129.0]","[0.486461, 0.5135390000000001]",[2],[1.0]
-0.4307,298.15,Log solubility,g/L,"[132.0, 129.0]","[0.486461, 0.5135390000000001]",[2],[1.0]
-0.3612,303.15,Log solubility,g/L,"[132.0, 129.0]","[0.486461, 0.5135390000000001]",[2],[1.0]
-0.2906,308.15,Log solubility,g/L,"[132.0, 129.0]","[0.486461, 0.5135390000000001]",[2],[1.0]
-0.2223,313.15,Log solubility,g/L,"[132.0, 129.0]","[0.486461, 0.5135390000000001]",[2],[1.0]
-0.1586,318.15,Log solubility,g/L,"[132.0, 129.0]","[0.486461, 0.5135390000000001]",[2],[1.0]
-0.0887,323.15,Log solubility,g/L,"[132.0, 129.0]","[0.486461, 0.5135390000000001]",[2],[1.0]
-0.8066,278.15,Log solubility,g/L,"[132.0, 129.0]","[0.355909, 0.644091]",[2],[1.0]
-0.7088,283.15,Log solubility,g/L,"[132.0, 129.0]","[0.355909, 0.644091]",[2],[1.0]
-0.6255,288.15,Log solubility,g/L,"[132.0, 129.0]","[0.355909, 0.644091]",[2],[1.0]
-0.5382,293.15,Log solubility,g/L,"[132.0, 129.0]","[0.355909, 0.644091]",[2],[1.0]
-0.462,298.15,Log solubility,g/L,"[132.0, 129.0]","[0.355909, 0.644091]",[2],[1.0]
-0.392,303.15,Log solubility,g/L,"[132.0, 129.0]","[0.355909, 0.644091]",[2],[1.0]
-0.3198,308.15,Log solubility,g/L,"[132.0, 129.0]","[0.355909, 0.644091]",[2],[1.0]
-0.2544,313.15,Log solubility,g/L,"[132.0, 129.0]","[0.355909, 0.644091]",[2],[1.0]
-0.1913,318.15,Log solubility,g/L,"[132.0, 129.0]","[0.355909, 0.644091]",[2],[1.0]
-0.1207,323.15,Log solubility,g/L,"[132.0, 129.0]","[0.355909, 0.644091]",[2],[1.0]
-0.8701,278.15,Log solubility,g/L,"[132.0, 129.0]","[0.262116, 0.737884]",[2],[1.0]
-0.7736,283.15,Log solubility,g/L,"[132.0, 129.0]","[0.262116, 0.737884]",[2],[1.0]
-0.6867,288.15,Log solubility,g/L,"[132.0, 129.0]","[0.262116, 0.737884]",[2],[1.0]
-0.6011,293.15,Log solubility,g/L,"[132.0, 129.0]","[0.262116, 0.737884]",[2],[1.0]
-0.5263,298.15,Log solubility,g/L,"[132.0, 129.0]","[0.262116, 0.737884]",[2],[1.0]
-0.4549,303.15,Log solubility,g/L,"[132.0, 129.0]","[0.262116, 0.737884]",[2],[1.0]
-0.384,308.15,Log solubility,g/L,"[132.0, 129.0]","[0.262116, 0.737884]",[2],[1.0]
-0.3186,313.15,Log solubility,g/L,"[132.0, 129.0]","[0.262116, 0.737884]",[2],[1.0]
-0.2558,318.15,Log solubility,g/L,"[132.0, 129.0]","[0.262116, 0.737884]",[2],[1.0]
-0.1876,323.15,Log solubility,g/L,"[132.0, 129.0]","[0.262116, 0.737884]",[2],[1.0]
-0.9512,278.15,Log solubility,g/L,"[132.0, 129.0]","[0.191473, 0.808527]",[2],[1.0]
-0.8648,283.15,Log solubility,g/L,"[132.0, 129.0]","[0.191473, 0.808527]",[2],[1.0]
-0.7796,288.15,Log solubility,g/L,"[132.0, 129.0]","[0.191473, 0.808527]",[2],[1.0]
-0.6996,293.15,Log solubility,g/L,"[132.0, 129.0]","[0.191473, 0.808527]",[2],[1.0]
-0.6216,298.15,Log solubility,g/L,"[132.0, 129.0]","[0.191473, 0.808527]",[2],[1.0]
-0.5518,303.15,Log solubility,g/L,"[132.0, 129.0]","[0.191473, 0.808527]",[2],[1.0]
